INSERTED;UUID;LINE;NAME;DIRECT_LINK;GROUP_NAME;GROUP_NAME_CNT;CHANGE_SAME;CHANGE_DIFF;HUMANIZE_DIRECT_LINK;HUMANIZE_CHANGE_SAME;LATITUDE;LONGITUDE
10;b312bda1-e65c-4592-b58b-033ad4718767;M1;La Défense Grande Arche;14d98de6-ffc6-43a2-860e-225a5bafb31a;La Défense Grande Arche;1;;;Esplanade de La Défense;;48,89218707640;2,23701805640
20;14d98de6-ffc6-43a2-860e-225a5bafb31a;M1;Esplanade de La Défense;b312bda1-e65c-4592-b58b-033ad4718767/c1f64a40-3640-4a29-a774-9ecf46583272;Esplanade de La Défense;1;;;La Défense Grande Arche / Pont de Neuilly;;48,88863121780;2,24793243532
30;c1f64a40-3640-4a29-a774-9ecf46583272;M1;Pont de Neuilly;14d98de6-ffc6-43a2-860e-225a5bafb31a/f18d9711-8b9b-43a3-8139-e9a815f5fe3c;Pont de Neuilly;1;;;Esplanade de La Défense / Les Sablons;;48,88470820130;2,26051507789
40;f18d9711-8b9b-43a3-8139-e9a815f5fe3c;M1;Les Sablons;c1f64a40-3640-4a29-a774-9ecf46583272/00cb9108-5b85-4c30-b608-bc47a05bc205;Les Sablons;1;;;Pont de Neuilly / Porte Maillot;;48,88119152060;2,27168672105
50;00cb9108-5b85-4c30-b608-bc47a05bc205;M1;Porte Maillot;f18d9711-8b9b-43a3-8139-e9a815f5fe3c/f2fd6950-afae-4ef0-852e-767d5d8b7e9e;Porte Maillot;1;;;Les Sablons / Argentine;;48,87755125180;2,28316224223
60;f2fd6950-afae-4ef0-852e-767d5d8b7e9e;M1;Argentine;00cb9108-5b85-4c30-b608-bc47a05bc205/755ceb3a-df2f-456f-84e0-8664f6b75170;Argentine;1;;;Porte Maillot / Charles de Gaulle - Etoile;;48,87559404990;2,28932258961
70;755ceb3a-df2f-456f-84e0-8664f6b75170;M1;Charles de Gaulle - Etoile;f2fd6950-afae-4ef0-852e-767d5d8b7e9e/3c9bd481-35e3-4ffc-b973-f6a5c7f7f284;Charles de Gaulle - Etoile;3;3df2697d-2b6f-4981-a584-5dc323bfdb84/1f2da068-67ea-4aa0-bcae-9c95dcc28948;;Argentine / Georges V;Charles de Gaulle - Etoile / Charles de Gaulle - Etoile;48,87514981970;2,29590490608
80;3c9bd481-35e3-4ffc-b973-f6a5c7f7f284;M1;Georges V;755ceb3a-df2f-456f-84e0-8664f6b75170/b9d1c704-532d-44b1-934c-99df09c84323;Georges V;1;;;Charles de Gaulle - Etoile / Franklin D. Roosevelt;;48,87202380950;2,30056045125
90;b9d1c704-532d-44b1-934c-99df09c84323;M1;Franklin D. Roosevelt;3c9bd481-35e3-4ffc-b973-f6a5c7f7f284/e56520f5-e7d1-4b59-9c07-d38f701839ee;Franklin D. Roosevelt;2;833f96c2-0da1-47b2-a6f6-9c1e50dcc47d;;Georges V / Champs-Elysées - Clémenceau;Franklin D. Roosevelt;48,86980822020;2,30747079345
100;e56520f5-e7d1-4b59-9c07-d38f701839ee;M1;Champs-Elysées - Clémenceau;b9d1c704-532d-44b1-934c-99df09c84323/977af1c5-4d39-4406-82a5-c1e811c51410;Champs-Elysées - Clémenceau;2;891ef774-ed18-49c2-813e-624a98ea2dc1;;Franklin D. Roosevelt / Concorde;Champs-Elysées - Clémenceau;48,86790534490;2,31354554995
110;977af1c5-4d39-4406-82a5-c1e811c51410;M1;Concorde;e56520f5-e7d1-4b59-9c07-d38f701839ee/fbd3ad64-8537-4e18-afc2-ed5d3d9cb097;Concorde;3;39cd89b6-2ed3-4ef5-ac7c-e5903f131c96/52b3674d-e0dd-4997-ac4d-149e2874e0f9;;Champs-Elysées - Clémenceau / Tuileries;Concorde / Concorde;48,86628580460;2,32294341224
120;fbd3ad64-8537-4e18-afc2-ed5d3d9cb097;M1;Tuileries;977af1c5-4d39-4406-82a5-c1e811c51410/c8cca062-47ed-4801-8906-b5849492a297;Tuileries;1;;;Concorde / Palais Royal - Musée du Louvre;;48,86434377870;2,33012987711
130;c8cca062-47ed-4801-8906-b5849492a297;M1;Palais Royal - Musée du Louvre;fbd3ad64-8537-4e18-afc2-ed5d3d9cb097/0da91896-c62c-4bd3-b9b3-eb61633b0b82;Palais Royal - Musée du Louvre;2;0f5796bf-b157-4c46-9427-f9071fc75312;;Tuileries / Louvre - Rivoli;Palais Royal - Musée du Louvre;48,86234803080;2,33649646231
140;0da91896-c62c-4bd3-b9b3-eb61633b0b82;M1;Louvre - Rivoli;c8cca062-47ed-4801-8906-b5849492a297/241906bd-1a8a-460a-a00a-19ab1e7af0d9;Louvre-Rivoli;1;;;Palais Royal - Musée du Louvre / Châtelet;;48,86080629130;2,34110859163
150;241906bd-1a8a-460a-a00a-19ab1e7af0d9;M1;Châtelet;0da91896-c62c-4bd3-b9b3-eb61633b0b82/5732ca8b-23ee-47fb-9718-77d2f6b477c0;Châtelet;5;c9afc5c0-8386-4ac7-ba16-b78795f4bc30/9046fec1-7211-4c22-bdc3-f28e5aff4f2a/dbdbbb8b-724e-4cb7-af3f-a8d4094d0b87/22df1bb1-c6ab-4788-8194-fd97d494e025;;Louvre - Rivoli / Hôtel de Ville;Châtelet / Châtelet / Châtelet / Châtelet;48,85879919810;2,34730585275
160;5732ca8b-23ee-47fb-9718-77d2f6b477c0;M1;Hôtel de Ville;241906bd-1a8a-460a-a00a-19ab1e7af0d9/4ea4d00a-b92a-444a-b724-c5acc705003e;Hôtel de Ville;2;51b86454-e062-49fc-b7f8-784b20e66b71;;Châtelet / Saint-Paul;Hôtel de ville;48,85747798250;2,35157756299
170;4ea4d00a-b92a-444a-b724-c5acc705003e;M1;Saint-Paul;5732ca8b-23ee-47fb-9718-77d2f6b477c0/757a3621-4dda-4117-9888-7a836c6c3dd8;Saint-Paul;1;;;Hôtel de Ville / Bastille;;48,85523625280;2,36095648866
180;757a3621-4dda-4117-9888-7a836c6c3dd8;M1;Bastille;4ea4d00a-b92a-444a-b724-c5acc705003e/6b2c5ee8-d593-40ab-95e6-cd90c1a5f7c8;Bastille;3;65c83b49-26fb-4371-ae38-8215908be7ff/453339c2-ccb9-482b-92aa-03e6b29e613d;;Saint-Paul / Gare de Lyon;Bastille / Bastille;48,85247942280;2,36932058493
190;6b2c5ee8-d593-40ab-95e6-cd90c1a5f7c8;M1;Gare de Lyon;757a3621-4dda-4117-9888-7a836c6c3dd8/6bfcba0b-189f-414f-bc44-94413a02f3bd;Gare de Lyon;2;0b8bfbc4-adf6-4dac-b354-e81b05daf694;;Bastille / Reuilly - Diderot;Gare de Lyon;48,84602764940;2,37496291887
200;6bfcba0b-189f-414f-bc44-94413a02f3bd;M1;Reuilly - Diderot;6b2c5ee8-d593-40ab-95e6-cd90c1a5f7c8/3fe3b2e7-bc78-42b7-aee2-d9e24a170873;Reuilly - Diderot;2;7645c3cc-86f7-4312-ba31-a2ebe9038ee3;;Gare de Lyon / Nation;Reuilly - Diderot;48,84730378610;2,38634170635
210;3fe3b2e7-bc78-42b7-aee2-d9e24a170873;M1;Nation;6bfcba0b-189f-414f-bc44-94413a02f3bd/cc967a54-83e5-40af-9c61-012b9ea9906a;Nation;4;a1acd0b7-df11-4b1f-b234-f22cc3494994/ae68412a-5504-4d74-8d80-1e7e95a44d9f/68cf43b0-06f8-4a86-a6fd-2bdaffc8f49f;;Reuilly - Diderot / Porte de Vincennes;Nation / Nation / Nation;48,84757936750;2,39555451217
220;cc967a54-83e5-40af-9c61-012b9ea9906a;M1;Porte de Vincennes;3fe3b2e7-bc78-42b7-aee2-d9e24a170873/e3d0442b-0e5f-4001-afc2-d696f5a402f9;Porte de Vincennes;1;;;Nation / Saint-Mandé;;48,84715847940;2,41014036797
230;e3d0442b-0e5f-4001-afc2-d696f5a402f9;M1;Saint-Mandé;cc967a54-83e5-40af-9c61-012b9ea9906a/895a38ab-fed5-4126-8540-b15a5036c9a6;Saint-Mandé;1;;;Porte de Vincennes / Bérault;;48,84635698890;2,41947990037
240;895a38ab-fed5-4126-8540-b15a5036c9a6;M1;Bérault;e3d0442b-0e5f-4001-afc2-d696f5a402f9/d9c3de39-fb67-4a6e-8ec3-b766513b1f0c;Bérault;1;;;Saint-Mandé / Château de Vincennes;;48,84547070760;2,42920516635
250;d9c3de39-fb67-4a6e-8ec3-b766513b1f0c;M1;Château de Vincennes;895a38ab-fed5-4126-8540-b15a5036c9a6;Château de Vincennes;1;;;Bérault;;48,84445639460;2,44043997806
260;cf517a3b-379d-4e6e-a96a-8d0643d5f8d0;M2;Porte Dauphine;48dfa2a0-9de8-43cd-aa71-6356484814a4;Porte Dauphine;1;;;Victor Hugo;;48,87146657810;2,27708301705
270;48dfa2a0-9de8-43cd-aa71-6356484814a4;M2;Victor Hugo;cf517a3b-379d-4e6e-a96a-8d0643d5f8d0/3df2697d-2b6f-4981-a584-5dc323bfdb84;Victor Hugo;1;;;Porte Dauphine / Charles de Gaulle - Etoile;;48,86979855650;2,28533509469
280;3df2697d-2b6f-4981-a584-5dc323bfdb84;M2;Charles de Gaulle - Etoile;48dfa2a0-9de8-43cd-aa71-6356484814a4/ea229cd3-5220-40f9-b1bb-254cc1389174;Charles de Gaulle - Etoile;3;755ceb3a-df2f-456f-84e0-8664f6b75170/1f2da068-67ea-4aa0-bcae-9c95dcc28948;;Victor Hugo / Ternes;Charles de Gaulle - Etoile / Charles de Gaulle - Etoile;48,87461392700;2,29556736975
290;ea229cd3-5220-40f9-b1bb-254cc1389174;M2;Ternes;3df2697d-2b6f-4981-a584-5dc323bfdb84/86fe7668-389f-4a80-8e58-25a59ec038f9;Ternes;1;;;Charles de Gaulle - Etoile / Courcelles;;48,87797270140;2,29831037512
300;86fe7668-389f-4a80-8e58-25a59ec038f9;M2;Courcelles;ea229cd3-5220-40f9-b1bb-254cc1389174/9769e1a1-be66-4f4c-860e-3d8a816a6855;Courcelles;1;;;Ternes / Monceau;;48,87921413420;2,30352872537
310;9769e1a1-be66-4f4c-860e-3d8a816a6855;M2;Monceau;86fe7668-389f-4a80-8e58-25a59ec038f9/10b62ae5-35ff-45db-af51-d2671b983651;Monceau;1;;;Courcelles / Villiers;;48,88044945610;2,30945116799
320;10b62ae5-35ff-45db-af51-d2671b983651;M2;Villiers;9769e1a1-be66-4f4c-860e-3d8a816a6855/f5e995d0-a5fc-456e-aa47-56206377bd98;Villiers;2;fc75c25e-4614-4ec0-8528-b882d76982c5;;Monceau / Rome;Villiers;48,88115002850;2,31517662622
330;f5e995d0-a5fc-456e-aa47-56206377bd98;M2;Rome;10b62ae5-35ff-45db-af51-d2671b983651/a19b50e8-8284-47de-a5d4-303e2f4e1058;Rome;1;;;Villiers / Place de Clichy;;48,88222690080;2,32127492677
340;a19b50e8-8284-47de-a5d4-303e2f4e1058;M2;Place de Clichy;f5e995d0-a5fc-456e-aa47-56206377bd98/65f01e7a-26f3-47c6-9a6b-23709091885c;Place de Clichy;2;ce294054-6da6-4c65-9bff-ba634799d39c;;Rome / Blanche;Place de Clichy;48,88361499220;2,32783955611
350;65f01e7a-26f3-47c6-9a6b-23709091885c;M2;Blanche;a19b50e8-8284-47de-a5d4-303e2f4e1058/fc51df3e-c34c-4ba4-bb3b-9596338beb13;Blanche;1;;;Place de Clichy / Pigalle;;48,88395857350;2,33192659089
360;fc51df3e-c34c-4ba4-bb3b-9596338beb13;M2;Pigalle;65f01e7a-26f3-47c6-9a6b-23709091885c/a2f93f5e-583f-44b1-ace8-3c71fc827140;Pigalle;2;8290b734-bb90-4c7a-9c3a-9926a5e25ff3;;Blanche / Anvers;Pigalle;48,88239015070;2,33729479057
370;a2f93f5e-583f-44b1-ace8-3c71fc827140;M2;Anvers;fc51df3e-c34c-4ba4-bb3b-9596338beb13/83fffe6d-c4b2-4ba4-a631-7078087c95af;Anvers;1;;;Pigalle / Barbès - Rechechouart;;48,88286864760;2,34413063372
380;83fffe6d-c4b2-4ba4-a631-7078087c95af;M2;Barbès - Rechechouart;a2f93f5e-583f-44b1-ace8-3c71fc827140/a7a96d0e-de76-41c3-bc38-88d12b04ed1d;Barbès - Rechechouart;2;57462cbc-7eca-4406-a66c-52107e06f2e2;;Anvers / La Chapelle;Barbès - Rechechouart;48,88380394240;2,35061300069
390;a7a96d0e-de76-41c3-bc38-88d12b04ed1d;M2;La Chapelle;83fffe6d-c4b2-4ba4-a631-7078087c95af/ee8beb96-1812-440f-80b7-d9a7b0094388;La Chapelle;1;;;Barbès - Rechechouart / Stalingrad;;48,88439879520;2,36049131853
400;ee8beb96-1812-440f-80b7-d9a7b0094388;M2;Stalingrad;a7a96d0e-de76-41c3-bc38-88d12b04ed1d/c7a97b27-235c-4a4a-bfba-f9ca4f4501bc;Stalingrad;3;fac704ce-20a3-441a-ad2e-43b9b5c78b0c/eed6aec9-53ed-42e5-bb4c-b695b4571f82;;La Chapelle / Jaurès;Stalingrad / Stalingrad;48,88427894430;2,36588135817
410;c7a97b27-235c-4a4a-bfba-f9ca4f4501bc;M2;Jaurès;ee8beb96-1812-440f-80b7-d9a7b0094388/1806cd1d-602d-4895-ac58-6f74604c73ff;Jaurès;3;d42d11c4-1641-4bb3-88ff-c40ad18b9089/132489eb-4061-402f-9ba5-50755201633c;;Stalingrad / Colonel Fabien;Jaurès / Jaurès;48,88149859590;2,37026212666
420;1806cd1d-602d-4895-ac58-6f74604c73ff;M2;Colonel Fabien;c7a97b27-235c-4a4a-bfba-f9ca4f4501bc/eb12bfff-2545-4cc0-bd66-abcb3bdee780;Colonel Fabien;1;;;Jaurès / Belleville;;48,87761018740;2,37081139531
430;eb12bfff-2545-4cc0-bd66-abcb3bdee780;M2;Belleville;1806cd1d-602d-4895-ac58-6f74604c73ff/f988baae-2b18-4331-bbc7-1f3204b166df;Belleville;2;0781e432-ee8b-4a7d-805d-6402004e8a85;;Colonel Fabien / Couronnes;Belleville;48,87231011380;2,37670214473
440;f988baae-2b18-4331-bbc7-1f3204b166df;M2;Couronnes;eb12bfff-2545-4cc0-bd66-abcb3bdee780/8ba4c93d-e391-4cbf-8025-e7331e4231c6;Couronnes;1;;;Belleville / Ménilmontant;;48,86909116290;2,38054258599
450;8ba4c93d-e391-4cbf-8025-e7331e4231c6;M2;Ménilmontant;f988baae-2b18-4331-bbc7-1f3204b166df/f4d561ba-e7f2-42b2-b8f6-d82da069ea9c;Ménilmontant;1;;;Couronnes / Père Lachaise;;48,86680003510;2,38338325046
460;f4d561ba-e7f2-42b2-b8f6-d82da069ea9c;M2;Père Lachaise;8ba4c93d-e391-4cbf-8025-e7331e4231c6/c1d5956c-b697-4a2c-973b-eb3c1c83c256;Père Lachaise;2;85a18989-c8c3-4b4e-9f8a-cccc95167713;;Ménilmontant / Philippe Auguste;Père Lachaise;48,86265401910;2,38760728815
470;c1d5956c-b697-4a2c-973b-eb3c1c83c256;M2;Philippe Auguste;f4d561ba-e7f2-42b2-b8f6-d82da069ea9c/19422ca3-5505-40a0-b879-c8be1ac3228d;Philippe Auguste;1;;;Père Lachaise / Alexandre Dumas;;48,85846654940;2,38972985235
480;19422ca3-5505-40a0-b879-c8be1ac3228d;M2;Alexandre Dumas;c1d5956c-b697-4a2c-973b-eb3c1c83c256/ba1c12c8-b769-4226-9caf-375e0d03ac52;Alexandre Dumas;1;;;Philippe Auguste / Avron;;48,85637735720;2,39456194456
490;ba1c12c8-b769-4226-9caf-375e0d03ac52;M2;Avron;19422ca3-5505-40a0-b879-c8be1ac3228d/a1acd0b7-df11-4b1f-b234-f22cc3494994;Avron;1;;;Alexandre Dumas / Nation;;48,85151027820;2,39830234427
500;a1acd0b7-df11-4b1f-b234-f22cc3494994;M2;Nation;ba1c12c8-b769-4226-9caf-375e0d03ac52;Nation;4;3fe3b2e7-bc78-42b7-aee2-d9e24a170873/ae68412a-5504-4d74-8d80-1e7e95a44d9f/68cf43b0-06f8-4a86-a6fd-2bdaffc8f49f;;Avron;Nation / Nation / Nation;48,84847428600;2,39506230543
